Full URL,Page Type / AEM Template,Taxonomy: Pillar,Taxonomy: Need states,Taxonomy: Product families,Taxonomy: Product capabilities,Taxonomy: Platforms,Taxonomy: Services and advisory,Taxonomy: Insight and thought leader content type,Taxonomy: Topic,Taxonomy: Theme,Taxonomy: Regulatory and operating context,Taxonomy: Vehicle type/segment,Taxonomy: Industry/Sector,Taxonomy: Audience role,Taxonomy: Workflow stage,Taxonomy: Content formats,Taxonomy: Asset attributes,Taxonomy: Campaign type,Taxonomy: Brand/ data source,Taxonomy: Market - sales region,Taxonomy: Market - region,Taxonomy: Market - Country
https://www.spglobal.com/automotive-insights/en/blogs/2025/06/automotive-industry-segments-brand-performance,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Market segmentation insights|Competitive landscape,Automotive industry forecast and analysis,,,/Automotive OEMs,/Market analyst|/Competitive intelligence,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2025/06/fisita-2025-how-megatrends-are-transforming-vehicle-planning,Blog or Automotive Insights,Planning solutions,,,,,,/Events and webinars,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,/Automotive OEMs,/Product planner,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/06/innovative-strategies-for-automotive-supply-chain-resilience,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive supply chain disruption and resilience|Automotive supply chain risk management,Supply chain resilience,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Supply chain analyst|/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/06/making-the-small-passenger-car-affordable,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Pricing trends|Market segmentation insights,Automotive industry forecast and analysis,,,/Automotive OEMs,/Product planner|/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/06/new-vehicle-registrations-drop-for-18-34-year-olds,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Demographic trends|Automotive consumer demand,Automotive consumer trends,,,/Automotive OEMs,/Marketing and media agencies,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/06/qualcomm-automotive-technology-automotive-value-chain,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive semiconductors|Automotive supply chain disruption and resilience,Automotive supply chain,,,/Automotive suppliers and supply chain,/Technical specialists|/Supply chain analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/06/russia-automotive-market-challenges-foreign-automakers,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Global automotive markets|Market volatility trends,Automotive industry forecast and analysis,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,Europe,Europe,Russia
https://www.spglobal.com/automotive-insights/en/blogs/2025/06/sodium-ion-battery-technology,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,EV battery technology,EV battery technology,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/06/your-automotive-marketing-guide-to-new-vehicle-launches,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Dealer and retail trends,Automotive consumer trends,,,,,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/ai-in-automotive-industry,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Autonomous vehicles and ADAS,Future of mobility,,,/Automotive OEMs,/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/chinas-xiaomi-yu7-launch-shakes-up-ev-landscape,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Competitive landscape,Electric vehicle industry,,,/Automotive OEMs,/Competitive intelligence|/Market analyst,,/Short-form article,,,,Greater China,Greater China,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/chinese-robotaxi-companies-dominating-middle-east,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Autonomous vehicles and ADAS,Future of mobility,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/connected-car-study-consumer-priorities-on-connected-services,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Connected cars and vehicles|Consumer behavior insights,Future of mobility,,,/Automotive OEMs,/Product planner|/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/decoding-vin-numbers-what-insurers-need-to-know,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,/Fleet management and leasing,/Insurance analyst / underwriter,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/electric-vehicle-prices-match-or-beat-gas-cars,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Pricing trends,Electric vehicle industry,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/electric-vehicle-range-explained,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,,Electric vehicle industry,,,/Automotive OEMs,/Product planner,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/ev-sales-stall-new-share-dynamics-grow,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV adoption|Market volatility trends|Competitive landscape,Electric vehicle industry,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/five-things-auto-pricing-teams-need-to-consider,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Pricing trends|Dealer and retail trends,Automotive industry forecast and analysis,,,/Automotive OEMs|/Automotive dealers and retailers,/OEM strategist|/Dealer / retailer,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/four-segments-drive-over-half-of-us-new-vehicle-sales,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Market segmentation insights|Automotive consumer demand,Automotive consumer trends,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/germany-leads-open-source-automotive-software,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Software defined vehicles (SDV),Software-defined vehicles,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Technical specialists|/Product planner,,/Short-form article,,,,Europe,Europe,Germany
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/global-electric-vehicles-race-europe,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,EV adoption|Competitive landscape|Global automotive markets,Electric vehicle industry,,,/Automotive OEMs,/Competitive intelligence|/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/improving-charging-for-next-gen-plug-in-electric-vehicles,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,EV charging infrastructure,Electric vehicle industry,,,/Automotive OEMs,/Product planner,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/lmr-battery-technology-the-next-rival-to-lfp,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,EV battery technology,EV battery technology,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/rare-earth-elements-auto-industry-china,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive supply chain disruption and resilience,Automotive supply chain|Supply chain resilience,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Procurement|/Supply chain analyst,,/Short-form article,,,,Greater China,Greater China,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2025/07/us-japan-trade-talks-american-cars-japan,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive tariffs and trade policy,Automotive tariffs,/Policy,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/08/adas-vehicles-influencing-collision-frequency,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,"Autonomous vehicles and ADAS|Risk, safety and compliance",Future of mobility,,,/Fleet management and leasing,/Insurance analyst / underwriter,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/08/autonomous-vehicles-future-of-car-insurance,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,"Autonomous vehicles and ADAS|Risk, safety and compliance",Future of mobility,,,/Fleet management and leasing,/Insurance analyst / underwriter,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/08/china-drives-system-on-chip-innovation-in-auto-industry,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive semiconductors,Automotive supply chain,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Technical specialists|/Supply chain analyst,,/Short-form article,,,,Greater China,Greater China,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2025/08/digital-twins-in-the-automotive-industry-explained,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,,Future of mobility,,,/Automotive OEMs,/Technical specialists|/Product planner,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/08/fords-all-in-bet-on-automotive-innovations,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Competitive landscape,Automotive industry forecast and analysis|Future of mobility,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/08/new-car-inventory-trends,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,,,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/08/spglobal-invests-in-optimizing-automotive-sales,Blog or Automotive Insights,Sales solutions,,,,,,/Market news and updates,,Automotive supply chain,,,,,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/08/the-journey-towards-efficient-ev-charging,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,EV charging infrastructure,Electric vehicle industry,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/08/turkish-electric-car-market-analysis,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Global automotive markets,Electric vehicle industry,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,Europe,Europe,Turkey
https://www.spglobal.com/automotive-insights/en/blogs/2025/08/why-europe-is-losing-the-gigafactory-race-to-china,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,EV battery technology|Vehicle production forecasts|Competitive landscape,EV battery technology,,,/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Supply chain analyst,,/Short-form article,,,,,,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2025/09/auto-finance-trends-data-driven-agility-for-lenders,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Dealer and retail trends|Macro-economic drivers,Automotive industry forecast and analysis,,,/Fleet management and leasing,/Leasing / financial services,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/09/automotive-startups-shaping-the-future-of-mobility,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Competitive landscape,Future of mobility,,,/Automotive OEMs,/Business development,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/09/autonomous-driving-expands-to-europe-and-middle-east,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Autonomous vehicles and ADAS|Global automotive markets|,Future of mobility,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/09/china-automotive-industry-semiconductor-supply-chain,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive semiconductors|Automotive supply chain disruption and resilience,Automotive supply chain,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Procurement,,/Short-form article,,,,Greater China,Greater China,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2025/09/iaa-mobility-2025-chinese-evs-in-europe,Blog or Automotive Insights,Planning solutions,,,,,,/Events and webinars,Global automotive markets|Competitive landscape,Electric vehicle industry,,,/Automotive OEMs,/OEM strategist|/Market analyst,,/Short-form article,,,,,,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2025/09/india-vehicle-scrappage-policy-insights,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Regulations and compliance|Automotive circular economy,Automotive sustainability,/Policy,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,India
https://www.spglobal.com/automotive-insights/en/blogs/2025/09/oem-pricing-strategy-evolves-tariff-effects,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Pricing trends|Automotive tariffs and trade policy,Automotive tariffs,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/09/powertrain-and-brand-loyalty-trends-us,Blog or Automotive Insights,Sales solutions,,Loyalty,,,,/Analysis and reports,Loyalty,Automotive consumer trends,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2025/09/regenerative-braking-powers-bev-performance-gains,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,,Electric vehicle industry,,,/Automotive OEMs,/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/09/tesla-brand-loyalty-evolving-ev-market,Blog or Automotive Insights,Sales solutions,,Loyalty,,,,/Analysis and reports,Loyalty,Automotive consumer trends,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/09/the-software-defined-market-is-taking-off,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Software defined vehicles (SDV),Software-defined vehicles,,,/Automotive OEMs,/OEM strategist|/Product planner,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/09/zero-emission-buses-reshape-eu-bus-production,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive sustainability and ESG|Vehicle production forecasts,Commercial vehicle market,,/Commercial vehicles|/Electric vehicles (EVs),/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Government / policy maker,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/auto-insurance-trends-and-emerging-risks,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Automotive industry forecast and analysis,Automotive industry forecast and analysis|Electric vehicle industry,,,/Fleet management and leasing,/Insurance analyst / underwriter,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/automotive-industry-glossary-and-metrics,Blog or Automotive Insights,,,,,,,,Automotive industry forecast and analysis,,,,,,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/dutch-takeover-of-chinese-owned-nexperia,Blog or Automotive Insights,Planning solutions,,,,,,/Market news and updates,Market volatility trends|Automotive supply chain disruption and resilience,Automotive supply chain,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Procurement,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/electric-vehicle-towing-closing-the-gap-with-ice-trucks,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,,Electric vehicle industry,,,/Automotive OEMs,/Competitive intelligence,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/ev-adoption-rates-how-us-and-other-markets-compare-2025,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,EV adoption|Competitive landscape|Global automotive markets|,Electric vehicle industry,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/forecasting-car-price-trends-volatile-markets,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Pricing trends|Market volatility trends,Automotive industry forecast and analysis,,,/Automotive OEMs|/Automotive dealers and retailers,/Market analyst|/Dealer / retailer,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/how-upfitters-can-prepare-2026-construction-demand,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,,Automotive industry forecast and analysis|Commercial vehicle market,,/Specialty vehicles|/Commercial vehicles,/Automotive aftermarket,/Aftermarket provider,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/huawei-powers-chinese-automakers-smart-ev-ambitions,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Competitive landscape,Electric vehicle industry,,,/Automotive OEMs,/Technical specialists|/Competitive intelligence,,/Short-form article,,,,Greater China,Greater China,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/hydrogen-powered-vehicles-face-rough-road,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,,Automotive industry forecast and analysis,,,/Automotive OEMs,/Product planner,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/leading-car-manufacturers-market-share,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Competitive landscape|Market segmentation insights,Automotive industry forecast and analysis,,,/Automotive OEMs,/Market analyst|/Competitive intelligence,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/lgbt-consumer-automotive-market-growing-opportunity,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Demographic trends|Consumer behavior insights,Automotive consumer trends,,,/Automotive OEMs,/Marketing and media agencies,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/national-auto-trends-in-top-markets,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/powertrain-system-trends-in-flux,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,,Automotive industry forecast and analysis,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/reviving-the-european-car-market,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Global automotive markets|Market volatility trends,Automotive industry forecast and analysis,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/semiconductor-tug-of-war-ai-data-centers-automakers,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Automotive semiconductors|Automotive supply chain disruption and resilience,Automotive supply chain,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Procurement,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/useful-trends-used-car-market,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Dealer and retail trends,Automotive consumer trends,,,,,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/10/vin-matching-what-australian-parts-providers-should-know,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Automotive parts and components,Automotive industry forecast and analysis,,,,,,/Short-form article,,,,,,Australia
https://www.spglobal.com/automotive-insights/en/blogs/2025/11/chinese-oems-advance-overseas-vehicle-manufacturing,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Vehicle production forecasts|Global automotive markets,Automotive industry forecast and analysis,,,/Automotive OEMs,/OEM strategist|/Market analyst,,/Short-form article,,,,Greater China,Greater China,Mainland China
https://www.spglobal.com/automotive-insights/en/blogs/2025/11/connected-services-an-increasingly-important-slice-of-automakers-revenue-pie,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,"Connected cars and vehicles|Mobility business models (Subscription, MaaS)",Future of mobility,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/11/eliminating-rare-earth-elements-from-ev-motor-supply-chain,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive supply chain disruption and resilience|EV battery technology,Automotive supply chain,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Procurement|/Supply chain analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/11/ev-battery-supply-chain-under-pressure,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,EV battery technology|Automotive supply chain disruption and resilience,Automotive supply chain,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Supply chain analyst|/Procurement,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/11/expansion-of-ev-charging-infrastructure-slows,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,EV charging infrastructure|Market volatility trends,Electric vehicle industry,,,/Automotive OEMs|/Automotive suppliers and supply chain,/Product planner|/Government / policy maker,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/11/full-size-half-ton-pickups-us-auto-market,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Market segmentation insights|Automotive consumer demand,Automotive industry forecast and analysis,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2025/11/indias-multifuel-path-to-automotive-sustainability,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive sustainability and ESG|Regulations and compliance,Automotive sustainability,/Policy|/Emissions standards,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,India
https://www.spglobal.com/automotive-insights/en/blogs/2025/11/japan-mobility-show-2025,Blog or Automotive Insights,Planning solutions,,,,,,/Events and webinars,,Future of mobility,,,/Automotive OEMs,/OEM strategist,,/Short-form article,,,,Japan/Korea,Japan/Korea,Japan
https://www.spglobal.com/automotive-insights/en/blogs/2025/11/mastering-scenario-planning-for-resilience,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Market volatility trends|Automotive supply chain disruption and resilience,Scenario planning insights,,,/Automotive OEMs|/Automotive suppliers and supply chain,/OEM strategist|/Supply chain analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/11/new-leaders-at-european-automakers,Blog or Automotive Insights,,,,,,,,,Automotive industry forecast and analysis,,,,,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/11/repositioning-ice-vehicles-with-engine-decarbonization,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive sustainability and ESG,Automotive sustainability,,,/Automotive OEMs,/Product planner|/Technical specialists,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/11/what-is-fueling-consumer-interest-in-hybrid-vehicles,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive consumer demand|Consumer behavior insights,Automotive consumer trends,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/12/2025-chevrolet-equinox-industry-performance,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Competitive landscape|Market segmentation insights,,,,/Automotive OEMs,/Competitive intelligence|/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/12/automotive-lending-strategies-2026,Blog or Automotive Insights,Sales solutions,,,,,,/Analysis and reports,Dealer and retail trends|Macro-economic drivers,Automotive industry forecast and analysis,,,/Fleet management and leasing,/Leasing / financial services,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/12/automotive-suppliers-sustain-margins-amid-slower-growth-in-2025,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Market volatility trends|Automotive supply chain disruption and resilience|,Automotive supply chain,,,/Automotive suppliers and supply chain,/Supply chain analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/12/autonomous-ride-hailing-grows-key-us-markets,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,"Autonomous vehicles and ADAS|Mobility business models (Subscription, MaaS)",Future of mobility,,,/Automotive OEMs,/OEM strategist|/Product planner,,/Short-form article,,,,North America,North America,United States
https://www.spglobal.com/automotive-insights/en/blogs/2025/12/beyond-brand-loyalty-modern-auto-buyer,Blog or Automotive Insights,Sales solutions,,Loyalty,,,,/Analysis and reports,Loyalty,Automotive consumer trends,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/12/dram-makers-ai-data-centers-semiconductor-shortage,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Supply chain disruption and resilience|Supply chain risk management|Automotive semiconductors,Automotive supply chain|Supply chain resilience,,,/Automotive suppliers and supply chain|/Automotive OEMs,/Supply chain analyst|/Procurement,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/12/europe-shifts-into-reverse-on-eu-2035-ice-ban,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports|/Market news and updates,Regulations and compliance,Automotive sustainability,/Policy|/Emissions standards,,/Automotive OEMs,/Government / policy maker,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/12/hybrid-buses-trucks-europe-forecast,Blog or Automotive Insights,Planning solutions,,,,,,/Data and forecasts|/Analysis and reports,,Automotive industry forecast and analysis|Automotive sustainability|Commercial vehicle market,,/Hybrid vehicles|/Commercial vehicles,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025/12/the-global-rise-of-autonomous-trucks-and-last-mile-delivery,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Autonomous vehicles and ADAS,Commercial vehicle market,,/Autonomous vehicles (AVs)|/Commercial vehicles,/Automotive OEMs|/Fleet management and leasing,/OEM strategist|/Fleet manager,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025-auto-sales-forecast-global,Blog or Automotive Insights,Planning solutions,,,,,,/Data and forecasts|/Analysis and reports,Automotive industry forecast and analysis,Automotive industry forecast and analysis,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025-light-vehicle-production-forecast,Blog or Automotive Insights,Planning solutions,,,,,,/Data and forecasts|/Analysis and reports,Vehicle production forecasts,Automotive industry forecast and analysis,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2025-playbook-top-automotive-suppliers,Blog or Automotive Insights,Planning solutions,,,,,,/Analysis and reports,Automotive supply chain disruption and resilience|Competitive landscape|,Automotive supply chain,,,/Automotive suppliers and supply chain,/Supply chain analyst|/Competitive intelligence,,/Short-form article,,,,,,
https://www.spglobal.com/automotive-insights/en/blogs/2026/01/2025-automotive-loyalty-awards-winners,Blog or Automotive Insights,Sales solutions,,Loyalty,,,,/Events and webinars|/Analysis and reports,Loyalty,Automotive consumer trends,,,/Automotive OEMs,/Market analyst,,/Short-form article,,,,,,
